date,country,product_identifier,store,platform,product_duration,transactions,proceeds,new_revenue,renewal_revenue,trials_started,trials_converted,avg_trial_duration_days
2023-11-25,ES,lists_499_1m,app_store,iOS,P1M,1,7.5862623830113307,0.0,7.5862623830113307,0,0,
2023-11-25,US,lists_499_1m,app_store,iOS,P1M,1,10.479,0.0,10.479,0,0,
2023-11-25,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,5.0
2023-11-26,GB,lists_499_1m,app_store,iOS,P1M,1,10.908873370061041,0.0,10.908873370061041,0,0,
2023-11-26,US,lists_499_1m,app_store,iOS,P1M,2,17.465,0.0,17.465,0,0,
2023-11-26,US,lists_v2_3999_1y,app_store,iOS,P1Y,2,111.972,111.972,0.0,0,0,
2023-11-26,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,6.0
2023-11-27,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-11-27,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,3,0.0,0.0,0.0,3,0,3.0
2023-11-28,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-11-28,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-11-28,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,2,0.0,0.0,0.0,2,0,3.0
2023-11-28,US,lists_v2_699_1w_3dt,app_store,,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-11-29,US,lists_499_1m,app_store,iOS,P1M,1,6.986,0.0,6.986,0,0,
2023-11-29,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,6,0.0,0.0,0.0,6,0,4.9
2023-11-29,BS,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,5.0
2023-11-29,GH,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,5.0
2023-11-30,US,lists_499_1m,app_store,iOS,P1M,2,20.958,0.0,20.958,0,0,
2023-11-30,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,55.986,55.986,0.0,0,0,
2023-11-30,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,14.678999999999998,0.0,14.678999999999998,4,0,4.7
2023-11-30,GT,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-01,ES,lists_499_1m,app_store,iOS,P1M,1,7.548460176991151,0.0,7.548460176991151,0,0,
2023-12-01,US,lists_499_1m,app_store,iOS,P1M,2,13.972,0.0,13.972,0,0,
2023-12-01,US,lists_v2_3999_1y,app_store,iOS,P1Y,1,83.979,83.979,0.0,0,0,
2023-12-01,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,5,0.0,0.0,0.0,5,0,3.4
2023-12-02,GB,lists_499_1m,app_store,iOS,P1M,1,14.598892019181729,0.0,14.598892019181729,0,0,
2023-12-02,US,lists_v2_699_1w_3dt,app_store,iOS,P1W,7,14.678999999999998,0.0,14.678999999999998,6,1,3.4
2023-12-02,IR,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,3.0
2023-12-02,DE,lists_v2_699_1w_3dt,app_store,iOS,P1W,1,0.0,0.0,0.0,1,0,6.0
2023-12-02,US,lists_499_1m,app_store,iOS,P1M,1,13.972,0.0,13.972,0,0,
